schemaVersion,recordType,productName,productWebsite,startupName,startupWebsite,matchStatus,confidenceScore,matchMethod,matchReason,startupSourceUrl,mappedAt
1.0,ENTITY_MAPPING,Captions AI,https://captions.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:43.755707+00:00
1.0,ENTITY_MAPPING,Carbon Trust,https://carbontrust.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:43.873084+00:00
1.0,ENTITY_MAPPING,Carnegie Learning,https://carnegielearning.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:43.984792+00:00
1.0,ENTITY_MAPPING,Cartesia,https://cartesia.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:44.131144+00:00
1.0,ENTITY_MAPPING,Casetext,https://casetext.com,Casetext,http://casetext.com,MATCHED,100,exact_domain,Exact product/startup domain match; Product name exactly matches startup name; Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/casetext,2026-09-06T04:43:44.363126+00:00
1.0,ENTITY_MAPPING,Causal,https://causal.app,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:44.469042+00:00
1.0,ENTITY_MAPPING,CB Insights,https://cbinsights.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:44.573519+00:00
1.0,ENTITY_MAPPING,Cerebras,https://cerebras.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:44.721107+00:00
1.0,ENTITY_MAPPING,Charisma.ai,https://charisma.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:44.833252+00:00
1.0,ENTITY_MAPPING,CharlieHR,https://charliehr.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:44.938473+00:00
1.0,ENTITY_MAPPING,Chatbase,https://chatbase.co,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:45.088996+00:00
1.0,ENTITY_MAPPING,ChatGPT,https://chat.openai.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:45.215271+00:00
1.0,ENTITY_MAPPING,Chegg AI,https://chegg.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:45.324571+00:00
1.0,ENTITY_MAPPING,Chibi AI,https://chibi.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:45.436281+00:00
1.0,ENTITY_MAPPING,Chorus.ai,https://chorus.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:45.544831+00:00
1.0,ENTITY_MAPPING,Civitai,https://civitai.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:45.683242+00:00
1.0,ENTITY_MAPPING,Claap,https://claap.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:45.793712+00:00
1.0,ENTITY_MAPPING,Clari,https://clari.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:45.906764+00:00
1.0,ENTITY_MAPPING,Claude,https://claude.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:46.024352+00:00
1.0,ENTITY_MAPPING,Claude 4,https://anthropic.com/claude,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:46.151127+00:00
1.0,ENTITY_MAPPING,Cleanfeed,https://cleanfeed.net,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:46.259134+00:00
1.0,ENTITY_MAPPING,Cleanup.pictures,https://cleanup.pictures,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:46.371678+00:00
1.0,ENTITY_MAPPING,Cleanvoice,https://cleanvoice.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:46.502769+00:00
1.0,ENTITY_MAPPING,Clickup,https://clickup.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:46.616683+00:00
1.0,ENTITY_MAPPING,Clideo,https://clideo.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:46.725368+00:00
1.0,ENTITY_MAPPING,ClimaCell,https://tomorrow.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:46.847541+00:00
1.0,ENTITY_MAPPING,Climate FieldView,https://climate.com/fieldview,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:46.963148+00:00
1.0,ENTITY_MAPPING,Climate TRACE,https://climatetrace.org,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:47.098523+00:00
1.0,ENTITY_MAPPING,Clockwise,https://getclockwise.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:47.206006+00:00
1.0,ENTITY_MAPPING,Coda AI,https://coda.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:47.317526+00:00
1.0,ENTITY_MAPPING,Codeium,https://codeium.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:47.432757+00:00
1.0,ENTITY_MAPPING,CodeRabbit,https://coderabbit.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:47.541911+00:00
1.0,ENTITY_MAPPING,Codiga,https://codiga.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:47.653889+00:00
1.0,ENTITY_MAPPING,Colossyan,https://colossyan.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:47.763942+00:00
1.0,ENTITY_MAPPING,ComfyUI,https://github.com/comfyanonymous/ComfyUI,Able,https://ablejobs.co/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/able,2026-09-06T04:43:47.907849+00:00
1.0,ENTITY_MAPPING,Compass,https://compass.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:48.022656+00:00
1.0,ENTITY_MAPPING,Compose AI,https://compose.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:48.141180+00:00
1.0,ENTITY_MAPPING,Composio,https://composio.dev,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:48.262463+00:00
1.0,ENTITY_MAPPING,Consensus,https://consensus.app,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:48.378465+00:00
1.0,ENTITY_MAPPING,Content at Scale,https://contentatscale.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:48.494946+00:00
1.0,ENTITY_MAPPING,ContentStudio,https://contentstudio.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:48.607429+00:00
1.0,ENTITY_MAPPING,Conversica,https://conversica.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:48.724580+00:00
1.0,ENTITY_MAPPING,Copy.ai,https://copy.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:48.847448+00:00
1.0,ENTITY_MAPPING,Copyleaks,https://copyleaks.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:48.963696+00:00
1.0,ENTITY_MAPPING,CoreWeave,https://coreweave.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:49.082333+00:00
1.0,ENTITY_MAPPING,Coursera,https://coursera.org,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:49.220615+00:00
1.0,ENTITY_MAPPING,Coze,https://coze.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:49.370813+00:00
1.0,ENTITY_MAPPING,Craft Docs,https://craft.do,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:49.483156+00:00
1.0,ENTITY_MAPPING,Craiyon,https://craiyon.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:49.596642+00:00
1.0,ENTITY_MAPPING,CrewAI,https://crewai.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:49.721757+00:00
1.0,ENTITY_MAPPING,Crimson Hexagon,https://crimsonhexagon.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:49.845437+00:00
1.0,ENTITY_MAPPING,Crunchbase,https://crunchbase.com,Assembled,https://www.crunchbase.com/organization/circle-inc,MATCHED,100,exact_domain,Exact product/startup domain match,https://www.ycombinator.com/companies/assembled,2026-09-06T04:43:49.957660+00:00
1.0,ENTITY_MAPPING,Culture Amp,https://cultureamp.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:50.067207+00:00
1.0,ENTITY_MAPPING,Cursor,https://cursor.sh,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:50.191611+00:00
1.0,ENTITY_MAPPING,D-ID,https://d-id.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:50.314810+00:00
1.0,ENTITY_MAPPING,Dark Sky,https://darksky.net,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:50.433263+00:00
1.0,ENTITY_MAPPING,DataRobot,https://datarobot.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:50.572025+00:00
1.0,ENTITY_MAPPING,dbt Cloud,https://getdbt.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:50.683390+00:00
1.0,ENTITY_MAPPING,Decktopus,https://decktopus.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:50.796277+00:00
1.0,ENTITY_MAPPING,DeepL,https://deepl.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:50.918112+00:00
1.0,ENTITY_MAPPING,Demandbase,https://demandbase.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:51.028991+00:00
1.0,ENTITY_MAPPING,Descript,https://descript.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:51.162037+00:00
1.0,ENTITY_MAPPING,Devv.ai,https://devv.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:51.275113+00:00
1.0,ENTITY_MAPPING,Dify,https://dify.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:51.468748+00:00
1.0,ENTITY_MAPPING,Dimensions,https://dimensions.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:51.597547+00:00
1.0,ENTITY_MAPPING,DocuSign AI,https://docusign.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:51.738609+00:00
1.0,ENTITY_MAPPING,Dolby.io,https://dolby.io,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:51.918476+00:00
1.0,ENTITY_MAPPING,Domo AI,https://domo.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:52.066117+00:00
1.0,ENTITY_MAPPING,DoNotPay,https://donotpay.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:52.229244+00:00
1.0,ENTITY_MAPPING,Dovetail,https://dovetailapp.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:52.369362+00:00
1.0,ENTITY_MAPPING,Dream by WOMBO,https://dream.ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:52.501574+00:00
1.0,ENTITY_MAPPING,DreamBox Learning,https://dreambox.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:52.630461+00:00
1.0,ENTITY_MAPPING,Duolingo,https://duolingo.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:52.766962+00:00
1.0,ENTITY_MAPPING,Durable,https://durable.co,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:52.903921+00:00
1.0,ENTITY_MAPPING,Dynamic Yield,https://dynamicyield.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:53.029456+00:00
1.0,ENTITY_MAPPING,E2B,https://e2b.dev,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:53.155443+00:00
1.0,ENTITY_MAPPING,Elai.io,https://elai.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:53.293449+00:00
1.0,ENTITY_MAPPING,ElevenLabs,https://elevenlabs.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:53.422640+00:00
1.0,ENTITY_MAPPING,Elicit,https://elicit.org,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:53.564657+00:00
1.0,ENTITY_MAPPING,Eraser,https://eraser.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:53.681032+00:00
1.0,ENTITY_MAPPING,Exa AI,https://exa.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:53.794665+00:00
1.0,ENTITY_MAPPING,Expensify,https://expensify.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:53.908386+00:00
1.0,ENTITY_MAPPING,Explainpaper,https://explainpaper.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:54.027623+00:00
1.0,ENTITY_MAPPING,Factorial,https://factorialhr.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:54.141397+00:00
1.0,ENTITY_MAPPING,FarmLogs,https://farmlogs.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:54.271506+00:00
1.0,ENTITY_MAPPING,Fashwell,https://fashwell.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:54.519355+00:00
1.0,ENTITY_MAPPING,Fathom,https://fathom.video,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:54.646884+00:00
1.0,ENTITY_MAPPING,Fellow,https://fellow.app,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:54.763302+00:00
1.0,ENTITY_MAPPING,Figma,https://figma.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:54.888048+00:00
1.0,ENTITY_MAPPING,Filmora AI,https://filmora.wondershare.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:55.003853+00:00
1.0,ENTITY_MAPPING,Fireflies.ai,https://fireflies.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:55.130116+00:00
1.0,ENTITY_MAPPING,Fireworks AI,https://fireworks.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:55.268175+00:00
1.0,ENTITY_MAPPING,Fivetran,https://fivetran.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:55.389041+00:00
1.0,ENTITY_MAPPING,FlexClip,https://flexclip.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:55.501568+00:00
1.0,ENTITY_MAPPING,Flick AI,https://flick.social,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:55.612704+00:00
1.0,ENTITY_MAPPING,Fliki,https://fliki.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:55.729164+00:00
1.0,ENTITY_MAPPING,Flowise,https://flowiseai.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:55.883586+00:00
1.0,ENTITY_MAPPING,FlutterFlow,https://flutterflow.io,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:56.015050+00:00
1.0,ENTITY_MAPPING,Fly.io,https://fly.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:56.137035+00:00
1.0,ENTITY_MAPPING,Forethought AI,https://forethought.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:56.248763+00:00
1.0,ENTITY_MAPPING,Formula Bot,https://formulabot.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:56.372884+00:00
1.0,ENTITY_MAPPING,Foursquare,https://foursquare.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:56.495592+00:00
1.0,ENTITY_MAPPING,Framer,https://framer.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:56.624470+00:00
1.0,ENTITY_MAPPING,Frase,https://frase.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:56.771529+00:00
1.0,ENTITY_MAPPING,Freepik AI,https://www.freepik.com/ai,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:56.943680+00:00
1.0,ENTITY_MAPPING,Freshdesk,https://freshdesk.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:57.078938+00:00
1.0,ENTITY_MAPPING,Gamma,https://gamma.app,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:57.222716+00:00
1.0,ENTITY_MAPPING,Gemini in Workspace,https://workspace.google.com/intl/en/products/gmail/gemini,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:57.378476+00:00
1.0,ENTITY_MAPPING,Gemma,https://ai.google.dev/gemma,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:57.534749+00:00
1.0,ENTITY_MAPPING,Runway Gen-3 Alpha,https://runwayml.com/gen-3,,,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,,2026-09-06T04:43:57.669621+00:00
1.0,ENTITY_MAPPING,Generated Photos,https://generated.photos,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:57.790665+00:00
1.0,ENTITY_MAPPING,GetIMG.ai,https://getimg.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:57.909599+00:00
1.0,ENTITY_MAPPING,GitHub Copilot Workspace,https://githubnext.com/projects/copilot-workspace,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:58.056650+00:00
1.0,ENTITY_MAPPING,GitLens AI,https://gitkraken.com/gitlens,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:58.171649+00:00
1.0,ENTITY_MAPPING,Gladly,https://gladly.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:58.298409+00:00
1.0,ENTITY_MAPPING,Glassdoor,https://glassdoor.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:58.422232+00:00
1.0,ENTITY_MAPPING,Glean,https://glean.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:58.590617+00:00
1.0,ENTITY_MAPPING,Glide,https://glideapps.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:58.721245+00:00
1.0,ENTITY_MAPPING,Gong,https://gong.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:58.856486+00:00
1.0,ENTITY_MAPPING,Google AI Studio,https://aistudio.google.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:59.017871+00:00
1.0,ENTITY_MAPPING,Google Assistant,https://assistant.google.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:59.139387+00:00
1.0,ENTITY_MAPPING,Google Jules,https://jules.google,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:59.297872+00:00
1.0,ENTITY_MAPPING,Google Maps,https://maps.google.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:59.420191+00:00
1.0,ENTITY_MAPPING,Google Translate,https://translate.google.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:59.545021+00:00
1.0,ENTITY_MAPPING,Gorgias,https://gorgias.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:43:59.684244+00:00
1.0,ENTITY_MAPPING,GPT Engineer,https://gptengineer.app,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:59.830309+00:00
1.0,ENTITY_MAPPING,GPTZero,https://gptzero.me,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:43:59.944836+00:00
1.0,ENTITY_MAPPING,Grain,https://grain.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:44:00.069773+00:00
1.0,ENTITY_MAPPING,Grammarly,https://grammarly.com,&AI,https://www.tryandai.com/,MATCHED,80,description_company,Startup name explicitly mentioned in product description,https://www.ycombinator.com/companies/ai-2,2026-09-06T04:44:00.199124+00:00
1.0,ENTITY_MAPPING,Granular,https://granular.ag,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:44:00.343379+00:00
1.0,ENTITY_MAPPING,Greenhouse,https://greenhouse.io,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:44:00.466431+00:00
1.0,ENTITY_MAPPING,Groq,https://groq.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:44:00.605621+00:00
1.0,ENTITY_MAPPING,GrowthBar,https://growthbarseo.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:44:00.717780+00:00
1.0,ENTITY_MAPPING,H2O.ai,https://h2o.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:44:00.853278+00:00
1.0,ENTITY_MAPPING,Happy Scribe,https://happyscribe.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:44:00.983734+00:00
1.0,ENTITY_MAPPING,Harvey,https://harvey.ai,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:44:01.124851+00:00
1.0,ENTITY_MAPPING,Hatchful,https://hatchful.shopify.com,,,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,,2026-09-06T04:44:01.389748+00:00
